query_id,seed,service_id,destination_id,page_role,region_id,reason
YS000544,выравнивание участка цена,S5,S5-CHILD-LEVEL,child_service,10841,reviewed_suggest_transactional[S5-CHILD-LEVEL]
YS000545,вертикальная планировка и формирование уклонов,S5,S5-CHILD-VERTICAL,child_service,10841,reviewed_suggest_root[S5-CHILD-VERTICAL]
YS000546,вертикальная планировка участка цена,S5,S5-CHILD-VERTICAL,child_service,10841,reviewed_suggest_transactional[S5-CHILD-VERTICAL]
YS000547,планировка участка спецтехникой,S5,S5-CHILD-MACHINERY,child_service,10841,reviewed_suggest_root[S5-CHILD-MACHINERY]
YS000548,планировка участка трактором цена ярославль,S5,S5-CHILD-MACHINERY,child_service,10841,reviewed_suggest_transactional[S5-CHILD-MACHINERY]
YS000549,отсыпка и подъём участка грунтом,S5,S5-CHILD-FILL,child_service,10841,reviewed_suggest_root[S5-CHILD-FILL]
YS000550,отсыпка и подъем участка грунтом цена,S5,S5-CHILD-FILL,child_service,10841,reviewed_suggest_transactional[S5-CHILD-FILL]
YS000551,культивация участка,S5,S5-CHILD-CULTIVATION,child_service,10841,reviewed_suggest_root[S5-CHILD-CULTIVATION]
YS000552,культивация участка цена за сотку ярославль,S5,S5-CHILD-CULTIVATION,child_service,10841,reviewed_suggest_transactional[S5-CHILD-CULTIVATION]
YS000553,корчевание пней на участке,S5,S5-CHILD-STUMPS,child_service,10841,reviewed_suggest_root[S5-CHILD-STUMPS]
YS000554,корчевание пней цена ярославль,S5,S5-CHILD-STUMPS,child_service,10841,reviewed_suggest_transactional[S5-CHILD-STUMPS]
YS000555,бетонные подпорные стенки,S6,S6-CHILD-CONCRETE,child_service,10841,reviewed_suggest_root[S6-CHILD-CONCRETE]
YS000556,устройство бетонной подпорной стенки,S6,S6-CHILD-CONCRETE,child_service,10841,reviewed_suggest_transactional[S6-CHILD-CONCRETE]
YS000557,подпорные стенки из камня и кирпича,S6,S6-CHILD-STONE,child_service,10841,reviewed_suggest_root[S6-CHILD-STONE]
YS000558,строительство подпорной стенки из камня или кирпича ярославль,S6,S6-CHILD-STONE,child_service,10841,reviewed_suggest_transactional[S6-CHILD-STONE]
YS000559,деревянные подпорные стенки,S6,S6-CHILD-WOOD,child_service,10841,reviewed_suggest_root[S6-CHILD-WOOD]
YS000560,деревянная подпорная стенка цена работы ярославль,S6,S6-CHILD-WOOD,child_service,10841,reviewed_suggest_transactional[S6-CHILD-WOOD]
YS000561,проект освещения участка,S7,S7-CHILD-DESIGN,child_service,10841,reviewed_suggest_root[S7-CHILD-DESIGN]
YS000562,проектирование освещения участка цена,S7,S7-CHILD-DESIGN,child_service,10841,reviewed_suggest_transactional[S7-CHILD-DESIGN]
YS000563,монтаж уличного освещения участка,S7,S7-CHILD-INSTALL,child_service,10841,reviewed_suggest_root[S7-CHILD-INSTALL]
YS000564,монтаж уличного освещения участка цена,S7,S7-CHILD-INSTALL,child_service,10841,reviewed_suggest_transactional[S7-CHILD-INSTALL]
YS000565,ландшафтное и декоративное освещение сада,S7,S7-CHILD-LANDSCAPE,child_service,10841,reviewed_suggest_root[S7-CHILD-LANDSCAPE]
YS000566,монтаж ландшафтного освещения участка,S7,S7-CHILD-LANDSCAPE,child_service,10841,reviewed_suggest_transactional[S7-CHILD-LANDSCAPE]
YS000567,архитектурная подсветка частного дома,S7,S7-CHILD-ARCHITECTURAL,child_service,10841,reviewed_suggest_root[S7-CHILD-ARCHITECTURAL]
YS000568,монтаж архитектурной подсветки частного дома,S7,S7-CHILD-ARCHITECTURAL,child_service,10841,reviewed_suggest_transactional[S7-CHILD-ARCHITECTURAL]
YS000569,новогоднее освещение загородного дома,S7,S7-CHILD-HOLIDAY,child_service,10841,reviewed_suggest_root[S7-CHILD-HOLIDAY]
YS000570,монтаж новогоднего освещения дома ярославль,S7,S7-CHILD-HOLIDAY,child_service,10841,reviewed_suggest_transactional[S7-CHILD-HOLIDAY]
YS000571,укладка водопропускной трубы в канаву,S8,S8-CHILD-PIPE,child_service,10841,reviewed_suggest_root[S8-CHILD-PIPE]
YS000572,установка водопропускной трубы в канаву для въезда,S8,S8-CHILD-PIPE,child_service,10841,reviewed_suggest_transactional[S8-CHILD-PIPE]
YS000573,щебёночный въезд на участок,S8,S8-CHILD-GRAVEL,child_service,10841,reviewed_suggest_root[S8-CHILD-GRAVEL]
YS000574,отсыпка въезда на участок щебнем цена,S8,S8-CHILD-GRAVEL,child_service,10841,reviewed_suggest_transactional[S8-CHILD-GRAVEL]
YS000575,бетонный въезд через канаву,S8,S8-CHILD-CONCRETE,child_service,10841,reviewed_suggest_root[S8-CHILD-CONCRETE]
YS000576,устройство бетонного въезда через канаву,S8,S8-CHILD-CONCRETE,child_service,10841,reviewed_suggest_transactional[S8-CHILD-CONCRETE]
YS000577,въезд через канаву с парковочной площадкой,S8,S8-CHILD-PARKING,child_service,10841,reviewed_suggest_root[S8-CHILD-PARKING]
YS000578,въезд на участок с парковочной площадкой под ключ ярославль,S8,S8-CHILD-PARKING,child_service,10841,reviewed_suggest_transactional[S8-CHILD-PARKING]
